ARMS RACE MECHANICS -- TECH LIST GENERATION REPORT
============================================================

Total techs parsed:    1507
    2000  large_scale_3D_printing
          [from: millennium_dawn]
    2000  genetically_modified_crops
          [from: millennium_dawn]
    2000  crispr
          [from: millennium_dawn]
    2000  electrification_2
          [from: millennium_dawn]
    2000  utility_scale_battery_storage
          [from: millennium_dawn]
    2000  fuel_efficiency2
          [from: millennium_dawn]
    2000  energy_efficiency3
          [from: millennium_dawn]
    2000  fuel_refining3
          [from: millennium_dawn]
    2000  improved_renewables
          [from: millennium_dawn]
    2000  construction3
          [from: millennium_dawn]
    2000  excavation3
          [from: millennium_dawn]
    2000  land_fort_building_2
          [from: millennium_dawn]
    2000  early_high_speed_rail
          [from: millennium_dawn]
    2000  farming_data_analytic_softwares
          [from: millennium_dawn]
    2000  body_armor_2000 (XP)
          [from: millennium_dawn]
    2000  camouflage3 (XP)
          [from: millennium_dawn]
    2000  tech_light_guns_1 (XP)
          [from: millennium_dawn]
    2000  tech_turret_missiles_surface_2 (XP)
          [from: millennium_dawn]
    2000  tech_turret_missiles_aa_2 (XP)
          [from: millennium_dawn]
    2000  tech_vls_surface_2 (XP)
          [from: millennium_dawn]
    2000  tech_vls_aa_2 (XP)
          [from: millennium_dawn]
    2000  tech_modern_landing_craft (XP)
          [from: millennium_dawn]
    2000  nsb_AA_upgrade_2 (XP)
          [from: millennium_dawn]
    2000  nsb_Arty_upgrade_2 (XP)
          [from: millennium_dawn]
    2000  nsb_Arty_upgrade_3 (XP)
          [from: millennium_dawn]
    2000  nsb_defense_tech_2
          [from: millennium_dawn]
    2000  internal_weapons_1
          [from: millennium_dawn]
    2005  nsb_attack_helicopter_tech_3
          [from: millennium_dawn]
    2005  attack_helicopter3
          [from: millennium_dawn]
    2005  nsb_transport_helicopter3
          [from: millennium_dawn]
    2005  transport_helicopter3
          [from: millennium_dawn]
    2005  nsb_engine_tech_3
          [from: millennium_dawn]
    2005  nsb_multiple_atgm_tech_3
          [from: millennium_dawn]
    2005  nsb_heavy_atgm_tech_3
          [from: millennium_dawn]
    2005  nsb_rocket_pods_tech_3
          [from: millennium_dawn]
    2005  nsb_gun_pods_tech_3
          [from: millennium_dawn]
    2005  nsb_light_nose_gun_tech_3
          [from: millennium_dawn]
    2005  nsb_drone_tech_1
          [from: millennium_dawn]
    2005  Anti_Air_2
          [from: millennium_dawn]
    2005  Anti_tank_2
          [from: millennium_dawn]
    2005  Heavy_Anti_tank_2
          [from: millennium_dawn]
    2005  APC_5
          [from: millennium_dawn]
    2005  IFV_5
          [from: millennium_dawn]
    2005  Rec_tank_2
          [from: millennium_dawn]
    2005  artillery_2
          [from: millennium_dawn]
    2005  SP_arty_2
          [from: millennium_dawn]
    2005  ICBM5
          [from: millennium_dawn]
    2005  IRBM5
          [from: millennium_dawn]
    2005  NIRBM4
          [from: millennium_dawn]
    2005  awacs_2
          [from: millennium_dawn]
    2005  drone_2
          [from: millennium_dawn]
    2005  stealth_tech_1
          [from: millennium_dawn]
    2005  refueling_2
          [from: millennium_dawn]
    2005  TEL_7
          [from: millennium_dawn]
    2005  GLCM5
          [from: millennium_dawn]
    2005  early_ai_robotics
          [from: millennium_dawn]
    2005  humanoid_robot
          [from: millennium_dawn]
    2005  computing4
          [from: millennium_dawn]
    2005  decryption4
          [from: millennium_dawn]
    2005  encryption4
          [from: millennium_dawn]
    2005  edge
          [from: millennium_dawn]
    2005  umts
          [from: millennium_dawn]
    2005  industrial_production_of_nanofibers
          [from: millennium_dawn]
    2005  human_genome_project
          [from: millennium_dawn]
    2005  cas9_gene_editing
          [from: millennium_dawn]
    2005  electrification_3
          [from: millennium_dawn]
    2005  energy_efficiency4
          [from: millennium_dawn]
    2005  advanced_renewables
          [from: millennium_dawn]
    2005  reactor3
          [from: millennium_dawn]
    2005  construction4
          [from: millennium_dawn]
    2005  excavation4
          [from: millennium_dawn]
    2005  high_speed_rail
          [from: millennium_dawn]
    2005  limited_automated_harvesting_software
          [from: millennium_dawn]
    2005  infantry_weapons4
          [from: millennium_dawn]
    2005  util_vehicle_4
          [from: millennium_dawn]
    2005  command_control_equipment3
          [from: millennium_dawn]
    2005  land_Drone_equipment2 (XP)
          [from: millennium_dawn]
    2005  support_weapons4 (XP)
          [from: millennium_dawn]
    2005  special_forces5 (XP)
          [from: millennium_dawn]
    2005  SAM4
          [from: millennium_dawn]
    2005  destroyer_hull_3
          [from: millennium_dawn]
    2005  cruiser_hull_3
          [from: millennium_dawn]
    2005  battleship_hull_2
          [from: millennium_dawn]
    2005  aircraft_heli_engineering_3 (XP)
          [from: millennium_dawn]
    2005  carrier_hull_3
          [from: millennium_dawn]
    2005  tech_combat_radar_2 (XP)
          [from: millennium_dawn]
    2005  tech_combat_sonar_2 (XP)
          [from: millennium_dawn]
    2005  tech_point_defense_system_3 (XP)
          [from: millennium_dawn]
    2005  TEL_7_non_got
          [from: millennium_dawn]
    2005  GLCM5_non_got
          [from: millennium_dawn]
    2005  nsb_SHORAD_missile_2
          [from: millennium_dawn]
    2005  nsb_dual_role_missile_2
          [from: millennium_dawn]
    2005  nsb_AA_autocannon_2
          [from: millennium_dawn]
    2005  nsb_Anti_Air_2
          [from: millennium_dawn]
    2005  era_tech_3
          [from: millennium_dawn]
    2005  armor_tech_3
          [from: millennium_dawn]
    2005  nera_armor_tech_2
          [from: millennium_dawn]
    2005  modern_ammo
          [from: millennium_dawn]
    2005  diesel_engine_tech_5
          [from: millennium_dawn]
    2005  turbine_engine_tech_4
          [from: millennium_dawn]
    2005  small_medium_gun_tech_3
          [from: millennium_dawn]
    2005  CZE_engine_tech_3
          [from: millennium_dawn]
    2005  CZE_engine_tech_4
          [from: millennium_dawn]
    2005  nsb_artillery_ammo_3
          [from: millennium_dawn]
    2005  nsb_special_ammo_2
          [from: millennium_dawn]
    2005  nsb_gun_technology_3
          [from: millennium_dawn]
    2005  nsb_fire_modes_2
          [from: millennium_dawn]
    2005  nsb_artillery_2
          [from: millennium_dawn]
    2005  GNSS5
          [from: millennium_dawn]
    2005  COMSAT5
          [from: millennium_dawn]
    2005  SPYSAT5
          [from: millennium_dawn]
    2005  KILLSAT3
          [from: millennium_dawn]
    2005  OLV5
          [from: millennium_dawn]
    2005  nsb_atgm_tech_3
          [from: millennium_dawn]
    2010  suicide_drone_2
          [from: millennium_dawn]
    2010  fwdswept_wing_design
          [from: millennium_dawn]
    2010  diamond_wing_design
          [from: millennium_dawn]
    2010  engines_3
          [from: millennium_dawn]
    2010  advanced_industrial_robotics
          [from: millennium_dawn]
    2010  advanced_ai
          [from: millennium_dawn]
    2010  internet4
          [from: millennium_dawn]
    2010  hsupa
          [from: millennium_dawn]
    2010  nanofibers_in_medicine
          [from: millennium_dawn]
    2010  commercial_nanomanufacturing
          [from: millennium_dawn]
    2010  gene_targeting_pesticides
          [from: millennium_dawn]
    2010  tracrrna
          [from: millennium_dawn]
    2010  electrification_4
          [from: millennium_dawn]
    2010  utility_scale_battery_storage2
          [from: millennium_dawn]
    2010  fuel_efficiency3
          [from: millennium_dawn]
    2010  energy_efficiency5
          [from: millennium_dawn]
    2010  fuel_refining4
          [from: millennium_dawn]
    2010  modern_renewables
          [from: millennium_dawn]
    2010  construction5
          [from: millennium_dawn]
    2010  excavation5
          [from: millennium_dawn]
    2010  land_fort_building_3
          [from: millennium_dawn]
    2010  modern_high_speed_rail
          [from: millennium_dawn]
    2010  satellite_based_agricultural_planning
          [from: millennium_dawn]
    2010  body_armor_2010 (XP)
          [from: millennium_dawn]
    2010  corvette_hull_4
          [from: millennium_dawn]
    2010  stealth_corvette_hull_1
          [from: millennium_dawn]
    2010  frigate_hull_4
          [from: millennium_dawn]
    2010  stealth_frigate_hull_1
          [from: millennium_dawn]
    2010  attack_submarine_hull_4
          [from: millennium_dawn]
    2010  missile_submarine_hull_4
          [from: millennium_dawn]
    2010  tech_torpedoes_2 (XP)
          [from: millennium_dawn]
    2010  CZE_engine_tech_8
          [from: millennium_dawn]
    2010  CZE_el_engine_tech
          [from: millennium_dawn]
    2015  nsb_attack_helicopter_tech_4
          [from: millennium_dawn]
    2015  attack_helicopter4
          [from: millennium_dawn]
    2015  nsb_transport_helicopter4
          [from: millennium_dawn]
    2015  transport_helicopter4
          [from: millennium_dawn]
    2015  nsb_engine_tech_4
          [from: millennium_dawn]
    2015  nsb_atgm_tech_4
          [from: millennium_dawn]
    2015  nsb_multiple_atgm_tech_4
          [from: millennium_dawn]
    2015  nsb_heavy_atgm_tech_4
          [from: millennium_dawn]
    2015  nsb_rocket_pods_tech_4
          [from: millennium_dawn]
    2015  nsb_gun_pods_tech_4
          [from: millennium_dawn]
    2015  nsb_defense_tech_3
          [from: millennium_dawn]
    2015  nsb_drone_tech_2
          [from: millennium_dawn]
    2015  MBT_5
          [from: millennium_dawn]
    2015  APC_6
          [from: millennium_dawn]
    2015  IFV_6
          [from: millennium_dawn]
    2015  Rec_tank_3
          [from: millennium_dawn]
    2015  ICBM6
          [from: millennium_dawn]
    2015  IRBM6
          [from: millennium_dawn]
    2015  NIRBM5
          [from: millennium_dawn]
    2015  gen_5_light
          [from: millennium_dawn]
    2015  gen_5_medium
          [from: millennium_dawn]
    2015  gen_5_large
          [from: millennium_dawn]
    2015  strategic_bomber4
          [from: millennium_dawn]
    2015  transport_plane4
          [from: millennium_dawn]
    2015  naval_plane4
          [from: millennium_dawn]
    2015  cas3
          [from: millennium_dawn]
    2015  awacs_plane2
          [from: millennium_dawn]
    2015  cv_awacs_plane2
          [from: millennium_dawn]
    2015  HSCM
          [from: millennium_dawn]
    2015  GLCM6
          [from: millennium_dawn]
    2015  smart_drones
          [from: millennium_dawn]
    2015  modern_deep_learning
          [from: millennium_dawn]
    2015  computing5
          [from: millennium_dawn]
    2015  decryption5
          [from: millennium_dawn]
    2015  encryption5
          [from: millennium_dawn]
    2015  lte
          [from: millennium_dawn]
    2015  wimax
          [from: millennium_dawn]
    2015  AS_Fighter4
          [from: millennium_dawn]
    2015  MR_Fighter4
          [from: millennium_dawn]
    2015  Strike_fighter4
          [from: millennium_dawn]
    2015  L_Strike_fighter3
          [from: millennium_dawn]
    2015  Air_UAV2
          [from: millennium_dawn]
    2015  modern_3D_printing
          [from: millennium_dawn]
    2015  centrifugal_spinning
          [from: millennium_dawn]
    2015  synthetic_life
          [from: millennium_dawn]
    2015  electrification_5
          [from: millennium_dawn]
    2015  energy_efficiency6
          [from: millennium_dawn]
    2015  improved_modern_renewables
          [from: millennium_dawn]
    2015  reactor4
          [from: millennium_dawn]
    2015  construction6
          [from: millennium_dawn]
    2015  excavation6
          [from: millennium_dawn]
    2015  freight_locomotive
          [from: millennium_dawn]
    2015  programmable_harvesters
          [from: millennium_dawn]
    2015  infantry_weapons5
          [from: millennium_dawn]
    2015  util_vehicle_5
          [from: millennium_dawn]
    2015  night_vision_4 (XP)
          [from: millennium_dawn]
    2015  command_control_equipment4
          [from: millennium_dawn]
    2015  land_Drone_equipment3 (XP)
          [from: millennium_dawn]
    2015  exoskeleton_1 (XP)
          [from: millennium_dawn]
    2015  support_weapons5 (XP)
          [from: millennium_dawn]
    2015  SAM5
          [from: millennium_dawn]
    2015  stealth_destroyer_hull_1
          [from: millennium_dawn]
    2015  tech_submarine_engineering_3 (XP)
          [from: millennium_dawn]
    2015  tech_power_systems_2 (XP)
          [from: millennium_dawn]
    2015  tech_nuclear_power_systems_2 (XP)
          [from: millennium_dawn]
    2015  tech_rail_guns (XP)
          [from: millennium_dawn]
    2015  tech_turret_missiles_surface_3 (XP)
          [from: millennium_dawn]
    2015  tech_turret_missiles_aa_3 (XP)
          [from: millennium_dawn]
    2015  tech_vls_surface_3 (XP)
          [from: millennium_dawn]
    2015  tech_vls_aa_3 (XP)
          [from: millennium_dawn]
    2015  tech_specialized_protective_equipment (XP)
          [from: millennium_dawn]
    2015  HSCM_non_got
          [from: millennium_dawn]
    2015  GLCM6_non_got
          [from: millennium_dawn]
    2015  tank_components_tech_4
          [from: millennium_dawn]
    2015  defensive_systems_4
          [from: millennium_dawn]
    2015  diesel_engine_tech_6
          [from: millennium_dawn]
    2015  turbine_engine_tech_5
          [from: millennium_dawn]
    2015  medium_gun_tech_3
          [from: millennium_dawn]
    2015  large_gun_tech_2
          [from: millennium_dawn]
    2015  small_autocannon_tech_3
          [from: millennium_dawn]
    2015  big_autocannon_tech_3
          [from: millennium_dawn]
    2015  assault_gun_tech_3
          [from: millennium_dawn]
    2015  CZE_engine_tech_5
          [from: millennium_dawn]
    2015  CZE_engine_tech_6
          [from: millennium_dawn]
    2015  GNSS6
          [from: millennium_dawn]
    2015  COMSAT6
          [from: millennium_dawn]
    2015  SPYSAT6
          [from: millennium_dawn]
    2015  KILLSAT4
          [from: millennium_dawn]
    2015  OLV6
          [from: millennium_dawn]
    2015  tech_fire_control_2 (XP)
          [from: millennium_dawn]
    2020  AT_upgrade_3 (XP)
          [from: millennium_dawn]
    2020  Arty_upgrade_4 (XP)
          [from: millennium_dawn]
    2020  avionics_3
          [from: millennium_dawn]
    2020  solar_engines_1
          [from: millennium_dawn]
    2020  air_weapons_3
          [from: millennium_dawn]
    2020  countermeasures_3
          [from: millennium_dawn]
    2020  naval_weapons_3
          [from: millennium_dawn]
    2020  ag_weapons_3
          [from: millennium_dawn]
    2020  fully_automated_drones
          [from: millennium_dawn]
    2020  human_imitation_ai
          [from: millennium_dawn]
    2020  internet5
          [from: millennium_dawn]
    2020  lifi
          [from: millennium_dawn]
    2020  AS_upgrade_2 (XP)
          [from: millennium_dawn]
    2020  MR_upgrade_2 (XP)
          [from: millennium_dawn]
    2020  Strike_upgrade_2 (XP)
          [from: millennium_dawn]
    2020  safe_cloning
          [from: millennium_dawn]
    2020  crispr_treatment_experimentation
          [from: millennium_dawn]
    2020  electrification_6
          [from: millennium_dawn]
    2020  utility_scale_battery_storage3
          [from: millennium_dawn]
    2020  fuel_efficiency4
          [from: millennium_dawn]
    2020  fuel_refining5
          [from: millennium_dawn]
    2020  advanced_modern_renewables
          [from: millennium_dawn]
    2020  reactor5
          [from: millennium_dawn]
    2020  land_fort_building_4
          [from: millennium_dawn]
    2020  improved_harvesting_automation
          [from: millennium_dawn]
    2020  camouflage4 (XP)
          [from: millennium_dawn]
    2020  battleship_hull_3
          [from: millennium_dawn]
    2020  helicopter_operator_hull_3
          [from: millennium_dawn]
    2020  tech_combat_radar_3 (XP)
          [from: millennium_dawn]
    2020  tech_combat_sonar_3 (XP)
          [from: millennium_dawn]
    2020  tech_point_defense_system_4 (XP)
          [from: millennium_dawn]
    2020  tech_torpedoes_3 (XP)
          [from: millennium_dawn]
    2020  mbt_tech_3
          [from: millennium_dawn]
    2020  CZE_engine_tech_9
          [from: millennium_dawn]
    2020  CZE_engine_tech_10
          [from: millennium_dawn]
    2020  CZE_el_engine_tech_2
          [from: millennium_dawn]
    2020  nsb_Arty_upgrade_4 (XP)
          [from: millennium_dawn]
    2020  part_reusable_OLV6
          [from: millennium_dawn]
    2025  Anti_Air_3
          [from: millennium_dawn]
    2025  Anti_tank_3
          [from: millennium_dawn]
    2025  Heavy_Anti_tank_3
          [from: millennium_dawn]
    2025  MBT_7
          [from: millennium_dawn]
    2025  APC_7
          [from: millennium_dawn]
    2025  IFV_7
          [from: millennium_dawn]
    2025  Rec_tank_4
          [from: millennium_dawn]
    2025  artillery_3
          [from: millennium_dawn]
    2025  SP_arty_3
          [from: millennium_dawn]
    2025  ICBM7
          [from: millennium_dawn]
    2025  IRBM7
          [from: millennium_dawn]
    2025  NIRBM6
          [from: millennium_dawn]
    2025  awacs_3
          [from: millennium_dawn]
    2025  drone_3
          [from: millennium_dawn]
    2025  stealth_tech_2
          [from: millennium_dawn]
    2025  special_mad_3
          [from: millennium_dawn]
    2025  tgp_recon_3
          [from: millennium_dawn]
    2025  strategic_bomber5
          [from: millennium_dawn]
    2025  transport_plane5
          [from: millennium_dawn]
    2025  naval_plane5
          [from: millennium_dawn]
    2025  cas4
          [from: millennium_dawn]
    2025  HSCM1
          [from: millennium_dawn]
    2025  GLCM7
          [from: millennium_dawn]
    2025  nanorobotics
          [from: millennium_dawn]
    2025  AS_Fighter5
          [from: millennium_dawn]
    2025  MR_Fighter5
          [from: millennium_dawn]
    2025  Strike_fighter5
          [from: millennium_dawn]
    2025  L_Strike_fighter4
          [from: millennium_dawn]
    2025  Air_UAV3
          [from: millennium_dawn]
    2025  t3D_printed_nanofibers
          [from: millennium_dawn]
    2025  crispr_treatment
          [from: millennium_dawn]
    2025  electrification_7
          [from: millennium_dawn]
    2025  energy_efficiency7
          [from: millennium_dawn]
    2025  reactor6
          [from: millennium_dawn]
    2025  construction7
          [from: millennium_dawn]
    2025  excavation7
          [from: millennium_dawn]
    2025  early_maglev_rail
          [from: millennium_dawn]
    2025  robotic_harvesters
          [from: millennium_dawn]
    2025  infantry_weapons6
          [from: millennium_dawn]
    2025  util_vehicle_6
          [from: millennium_dawn]
    2025  augmented_vision_1 (XP)
          [from: millennium_dawn]
    2025  command_control_equipment5
          [from: millennium_dawn]
    2025  land_Drone_equipment4 (XP)
          [from: millennium_dawn]
    2025  exoskeleton_2 (XP)
          [from: millennium_dawn]
    2025  rc_fire_support_drone (XP)
          [from: millennium_dawn]
    2025  SAM6
          [from: millennium_dawn]
    2025  corvette_hull_5
          [from: millennium_dawn]
    2025  stealth_corvette_hull_2
          [from: millennium_dawn]
    2025  frigate_hull_5
          [from: millennium_dawn]
    2025  stealth_frigate_hull_2
          [from: millennium_dawn]
    2025  destroyer_hull_4
          [from: millennium_dawn]
    2025  cruiser_hull_4
          [from: millennium_dawn]
    2025  carrier_hull_4
          [from: millennium_dawn]
    2025  attack_submarine_hull_5
          [from: millennium_dawn]
    2025  missile_submarine_hull_5
          [from: millennium_dawn]
    2025  tech_light_guns_2 (XP)
          [from: millennium_dawn]
    2025  tech_rail_guns_1 (XP)
          [from: millennium_dawn]
    2025  tech_advanced_landing_craft (XP)
          [from: millennium_dawn]
    2025  HSCM1_non_got
          [from: millennium_dawn]
    2025  GLCM7_non_got
          [from: millennium_dawn]
    2025  nsb_SHORAD_missile_3
          [from: millennium_dawn]
    2025  nsb_dual_role_missile_3
          [from: millennium_dawn]
    2025  nsb_AA_autocannon_3
          [from: millennium_dawn]
    2025  nsb_Anti_Air_3
          [from: millennium_dawn]
    2025  nsb_AA_upgrade_3 (XP)
          [from: millennium_dawn]
    2025  era_tech_4
          [from: millennium_dawn]
    2025  near_future_ammo
          [from: millennium_dawn]
    2025  turbine_engine_tech_6
          [from: millennium_dawn]
    2025  electric_engine_tech_3
          [from: millennium_dawn]
    2025  small_medium_gun_tech_4
          [from: millennium_dawn]
    2025  small_autocannon_tech_4
          [from: millennium_dawn]
    2025  big_autocannon_tech_4
          [from: millennium_dawn]
    2025  assault_gun_tech_4
          [from: millennium_dawn]
    2025  nsb_artillery_ammo_4
          [from: millennium_dawn]
    2025  nsb_special_ammo_3
          [from: millennium_dawn]
    2025  nsb_gun_technology_4
          [from: millennium_dawn]
    2025  nsb_fire_modes_3
          [from: millennium_dawn]
    2025  nsb_artillery_3
          [from: millennium_dawn]
    2025  GNSS7
          [from: millennium_dawn]
    2025  COMSAT7
          [from: millennium_dawn]
    2025  SPYSAT7
          [from: millennium_dawn]
    2025  KILLSAT5
          [from: millennium_dawn]
    2025  OLV7
          [from: millennium_dawn]
    2025  internal_weapons_2
          [from: millennium_dawn]
    2025  rapid_dragon
          [from: millennium_dawn]
    2030  AA_upgrade_4 (XP)
          [from: millennium_dawn]
    2030  AT_upgrade_4 (XP)
          [from: millennium_dawn]
    2030  Arty_upgrade_5 (XP)
          [from: millennium_dawn]
    2030  suicide_drone_3
          [from: millennium_dawn]
    2030  engines_4
          [from: millennium_dawn]
    2030  medical_nanorobots
          [from: millennium_dawn]
    2030  computing6
          [from: millennium_dawn]
    2030  decryption6
          [from: millennium_dawn]
    2030  encryption6
          [from: millennium_dawn]
    2030  internet6
          [from: millennium_dawn]
    2030  modern_satelite_internet
          [from: millennium_dawn]
    2030  crispr_gene_edited_crops
          [from: millennium_dawn]
    2030  electrification_8
          [from: millennium_dawn]
    2030  utility_scale_battery_storage4
          [from: millennium_dawn]
    2030  fuel_efficiency5
          [from: millennium_dawn]
    2030  fuel_refining6
          [from: millennium_dawn]
    2030  early_futuristic_renewables
          [from: millennium_dawn]
    2030  reactor7
          [from: millennium_dawn]
    2030  body_armor_2030 (XP)
          [from: millennium_dawn]
    2030  special_forces6 (XP)
          [from: millennium_dawn]
    2030  stealth_destroyer_hull_2
          [from: millennium_dawn]
    2030  tech_turret_missiles_surface_4 (XP)
          [from: millennium_dawn]
    2030  tech_turret_missiles_aa_4 (XP)
          [from: millennium_dawn]
    2030  tech_vls_surface_4 (XP)
          [from: millennium_dawn]
    2030  tech_vls_aa_4 (XP)
          [from: millennium_dawn]
    2030  nsb_Arty_upgrade_5 (XP)
          [from: millennium_dawn]
    2030  full_reusable_OLV7
          [from: millennium_dawn]
    2030  future_wingform_designs
          [from: millennium_dawn]
    2035  nsb_attack_helicopter_tech_5
          [from: millennium_dawn]
    2035  attack_helicopter5
          [from: millennium_dawn]
    2035  nsb_transport_helicopter5
          [from: millennium_dawn]
    2035  transport_helicopter5
          [from: millennium_dawn]
    2035  nsb_engine_tech_5
          [from: millennium_dawn]
    2035  nsb_multiple_atgm_tech_5
          [from: millennium_dawn]
    2035  nsb_heavy_atgm_tech_5
          [from: millennium_dawn]
    2035  nsb_rocket_pods_tech_5
          [from: millennium_dawn]
    2035  nsb_gun_pods_tech_5
          [from: millennium_dawn]
    2035  nsb_defense_tech_4
          [from: millennium_dawn]
    2035  nsb_drone_tech_3
          [from: millennium_dawn]
    2035  Anti_Air_4
          [from: millennium_dawn]
    2035  Anti_tank_4
          [from: millennium_dawn]
    2035  Heavy_Anti_tank_4
          [from: millennium_dawn]
    2035  MBT_8
          [from: millennium_dawn]
    2035  APC_8
          [from: millennium_dawn]
    2035  IFV_8
          [from: millennium_dawn]
    2035  Rec_tank_5
          [from: millennium_dawn]
    2035  artillery_4
          [from: millennium_dawn]
    2035  SP_arty_4
          [from: millennium_dawn]
    2035  ICBM8
          [from: millennium_dawn]
    2035  IRBM8
          [from: millennium_dawn]
    2035  NIRBM7
          [from: millennium_dawn]
    2035  gen_6_light
          [from: millennium_dawn]
    2035  gen_6_medium
          [from: millennium_dawn]
    2035  gen_6_large
          [from: millennium_dawn]
    2035  strategic_bomber6
          [from: millennium_dawn]
    2035  transport_plane6
          [from: millennium_dawn]
    2035  naval_plane6
          [from: millennium_dawn]
    2035  cas5
          [from: millennium_dawn]
    2035  GLCM8
          [from: millennium_dawn]
    2035  AS_Fighter6
          [from: millennium_dawn]
    2035  MR_Fighter6
          [from: millennium_dawn]
    2035  Strike_fighter6
          [from: millennium_dawn]
    2035  L_Strike_fighter5
          [from: millennium_dawn]
    2035  Air_UAV4
          [from: millennium_dawn]
    2035  large_scale_nanocellulose_manufacturing
          [from: millennium_dawn]
    2035  human_crispr_experiments
          [from: millennium_dawn]
    2035  electrification_9
          [from: millennium_dawn]
    2035  energy_efficiency8
          [from: millennium_dawn]
    2035  reactor8
          [from: millennium_dawn]
    2035  construction8
          [from: millennium_dawn]
    2035  excavation8
          [from: millennium_dawn]
    2035  standardised_maglev_rail
          [from: millennium_dawn]
    2035  agi_maintained_agricultural_developments
          [from: millennium_dawn]
    2035  infantry_weapons7
          [from: millennium_dawn]
    2035  util_vehicle_7
          [from: millennium_dawn]
    2035  augmented_vision_2 (XP)
          [from: millennium_dawn]
    2035  command_control_equipment6
          [from: millennium_dawn]
    2035  land_Drone_equipment5
          [from: millennium_dawn]
    2035  camouflage5 (XP)
          [from: millennium_dawn]
    2035  autonomous_fire_support_drone (XP)
          [from: millennium_dawn]
    2035  SAM7
          [from: millennium_dawn]
    2035  tech_combat_radar_4 (XP)
          [from: millennium_dawn]
    2035  tech_combat_sonar_4 (XP)
          [from: millennium_dawn]
    2035  tech_rail_guns_2 (XP)
          [from: millennium_dawn]
    2035  tech_point_defense_system_5 (XP)
          [from: millennium_dawn]
    2035  tech_torpedoes_4 (XP)
          [from: millennium_dawn]
    2035  GLCM8_non_got
          [from: millennium_dawn]
    2035  nsb_SHORAD_missile_4
          [from: millennium_dawn]
    2035  nsb_dual_role_missile_4
          [from: millennium_dawn]
    2035  nsb_AA_autocannon_4
          [from: millennium_dawn]
    2035  nsb_Anti_Air_4
          [from: millennium_dawn]
    2035  nsb_AA_upgrade_4 (XP)
          [from: millennium_dawn]
    2035  mbt_tech_4
          [from: millennium_dawn]
    2035  tank_components_tech_5
          [from: millennium_dawn]
    2035  defensive_systems_5
          [from: millennium_dawn]
    2035  armor_tech_4
          [from: millennium_dawn]
    2035  nera_armor_tech_3
          [from: millennium_dawn]
    2035  future_ammo
          [from: millennium_dawn]
    2035  diesel_engine_tech_7
          [from: millennium_dawn]
    2035  electric_engine_tech_4
          [from: millennium_dawn]
    2035  medium_gun_tech_4
          [from: millennium_dawn]
    2035  large_gun_tech_3
          [from: millennium_dawn]
    2035  nsb_artillery_ammo_5
          [from: millennium_dawn]
    2035  nsb_gun_technology_5
          [from: millennium_dawn]
    2035  nsb_artillery_4
          [from: millennium_dawn]
    2035  GNSS8
          [from: millennium_dawn]
    2035  COMSAT8
          [from: millennium_dawn]
    2035  SPYSAT8
          [from: millennium_dawn]
    2035  KILLSAT6
          [from: millennium_dawn]
    2035  OLV8
          [from: millennium_dawn]
    2035  nsb_atgm_tech_5
          [from: millennium_dawn]
    2035  tech_landing_craft_ai_systems (XP)
          [from: millennium_dawn]
    2040  drone_4
          [from: millennium_dawn]
    2040  solar_engines_2
          [from: millennium_dawn]
    2040  air_weapons_4
          [from: millennium_dawn]
    2040  countermeasures_4
          [from: millennium_dawn]
    2040  naval_weapons_4
          [from: millennium_dawn]
    2040  ag_weapons_4
          [from: millennium_dawn]
    2040  HSCM2
          [from: millennium_dawn]
    2040  AS_upgrade_3 (XP)
          [from: millennium_dawn]
    2040  MR_upgrade_3 (XP)
          [from: millennium_dawn]
    2040  Strike_upgrade_3 (XP)
          [from: millennium_dawn]
    2040  electrification_10
          [from: millennium_dawn]
    2040  utility_scale_battery_storage5
          [from: millennium_dawn]
    2040  fuel_efficiency6
          [from: millennium_dawn]
    2040  futuristic_oil_refining
          [from: millennium_dawn]
    2040  futuristic_renewables
          [from: millennium_dawn]
    2040  reactor9
          [from: millennium_dawn]
    2040  corvette_hull_6
          [from: millennium_dawn]
    2040  stealth_corvette_hull_3
          [from: millennium_dawn]
    2040  frigate_hull_6
          [from: millennium_dawn]
    2040  stealth_frigate_hull_3
          [from: millennium_dawn]
    2040  tech_submarine_engineering_4 (XP)
          [from: millennium_dawn]
    2040  attack_submarine_hull_6
          [from: millennium_dawn]
    2040  missile_submarine_hull_6
          [from: millennium_dawn]
    2040  tech_power_systems_3 (XP)
          [from: millennium_dawn]
    2040  tech_nuclear_power_systems_3 (XP)
          [from: millennium_dawn]
    2040  HSCM2_non_got
          [from: millennium_dawn]
    2040  full_reusable_OLV8
          [from: millennium_dawn]
    2040  tech_fire_control_3 (XP)
          [from: millennium_dawn]
    2045  AS_Fighter7
          [from: millennium_dawn]
    2045  MR_Fighter7
          [from: millennium_dawn]
    2045  Strike_fighter7
          [from: millennium_dawn]
    2045  nanocellulose_in_medicine
          [from: millennium_dawn]
    2045  genetically_modified_humans
          [from: millennium_dawn]
    2045  energy_efficiency9
          [from: millennium_dawn]
    2045  reactor10
          [from: millennium_dawn]
    2045  construction9
          [from: millennium_dawn]
    2045  excavation9
          [from: millennium_dawn]
    2045  modern_freight_locomotive
          [from: millennium_dawn]
    2045  destroyer_hull_5
          [from: millennium_dawn]
    2045  stealth_destroyer_hull_3
          [from: millennium_dawn]
